,도서관명,시도명,시군구명,열람좌석수,자료수,위도,경도,도서관유형,건물면적,좌표
430,방그리나작은도서관,서울특별시,강서구,34,5991,37.57871815,126.8136588,작은도서관,160.29,"37.57871815, 126.8136588"
431,수명산작은도서관,서울특별시,강서구,60,9796,37.5541175,126.82552150000001,작은도서관,282.86,"37.5541175, 126.82552150000001"
432,옹기종기작은도서관,서울특별시,강서구,33,6942,37.55302513,126.8667223,작은도서관,155.57,"37.55302513, 126.8667223"
433,해뜰작은도서관,서울특별시,강서구,36,8760,37.57424491,126.82016770000001,작은도서관,169.71,"37.57424491, 126.82016770000001"
434,꿈자람책놀이터작은도서관,서울특별시,강서구,30,13007,37.57071896,126.8057278,작은도서관,141.43,"37.57071896, 126.8057278"
435,초록동작은도서관,서울특별시,강서구,50,4544,37.54114963,126.84850800000001,작은도서관,235.71,"37.54114963, 126.84850800000001"
436,가람작은도서관,서울특별시,강서구,48,5798,37.56462873,126.8535176,작은도서관,226.29,"37.56462873, 126.8535176"
437,솔뫼작은도서관,서울특별시,강서구,20,4220,37.53802615,126.8385211,작은도서관,94.29,"37.53802615, 126.8385211"
438,꿈꾸는어린이도서관,서울특별시,강서구,220,81011,37.54733808,126.87331840000002,공공도서관,855.0,"37.54733808, 126.87331840000002"
439,우장산숲속도서관,서울특별시,강서구,129,54459,37.5482876,126.841835,공공도서관,601.0,"37.5482876, 126.841835"
440,길꽃어린이도서관,서울특별시,강서구,200,80317,37.57871815,126.8136588,공공도서관,539.0,"37.57871815, 126.8136588"
441,푸른들청소년도서관,서울특별시,강서구,212,74621,37.5446709,126.8351800028,공공도서관,707.0,"37.5446709, 126.8351800028"
442,강서영어도서관,서울특별시,강서구,177,46176,37.53468478,126.8608037,공공도서관,541.0,"37.53468478, 126.8608037"
443,갈산도서관,서울특별시,양천구,95,44700,37.508815999999996,126.8673121272,공공도서관,2678.0,"37.508815999999996, 126.8673121272"
444,신월음악도서관,서울특별시,양천구,230,55830,37.5246970658,126.84006699999999,공공도서관,840.0,"37.5246970658, 126.84006699999999"
445,미감도서관,서울특별시,양천구,60,15227,37.538939,126.86546299999999,공공도서관,266.0,"37.538939, 126.86546299999999"
446,목마교육도서관,서울특별시,양천구,70,32022,37.537144,126.881721,공공도서관,543.0,"37.537144, 126.881721"
447,개울건강도서관,서울특별시,양천구,36,25164,37.525988,126.856602469,공공도서관,416.0,"37.525988, 126.856602469"
448,방아다리문학도서관,서울특별시,양천구,84,28571,37.538543,126.82714299999999,공공도서관,294.0,"37.538543, 126.82714299999999"
449,해맞이역사도서관,서울특별시,양천구,160,23876,37.5190758825,126.8356073444,공공도서관,1146.0,"37.5190758825, 126.8356073444"
450,영어특성화도서관,서울특별시,양천구,100,63007,37.515935999999996,126.86386499999999,공공도서관,715.0,"37.515935999999996, 126.86386499999999"
451,달마을작은도서관,서울특별시,양천구,60,10994,37.546114,126.87170002270001,작은도서관,177.0,"37.546114, 126.87170002270001"
452,꿈자람 작은도서관,서울특별시,양천구,50,11212,37.544781,126.864407,작은도서관,168.0,"37.544781, 126.864407"
453,고운달 작은도서관,서울특별시,양천구,44,6349,37.532804994,126.831562,작은도서관,161.0,"37.532804994, 126.831562"
454,고운맘 작은도서관,서울특별시,양천구,30,9845,37.5249733583,126.8445676534,작은도서관,89.0,"37.5249733583, 126.8445676534"
455,달빛마을 작은도서관,서울특별시,양천구,33,8002,37.533662,126.82909599999999,작은도서관,132.0,"37.533662, 126.82909599999999"
456,지양마을 작은도서관,서울특별시,양천구,20,4751,37.521851,126.826659,작은도서관,81.0,"37.521851, 126.826659"
457,그린나래미술도서관,서울특별시,양천구,40,8836,37.518570614299996,126.854299,작은도서관,218.0,"37.518570614299996, 126.854299"
458,호롱불작은도서관,서울특별시,양천구,35,7966,37.519195,126.87056499999998,작은도서관,98.0,"37.519195, 126.87056499999998"
459,등마루골작은도서관,서울특별시,강서구,56,8036,37.54265881,126.86250430000001,작은도서관,264.0,"37.54265881, 126.86250430000001"
460,큰마음작은도서관,서울특별시,강서구,30,6930,37.55888772,126.84791969999999,작은도서관,141.43,"37.55888772, 126.84791969999999"
461,초록향기작은도서관,서울특별시,강서구,28,7977,37.54404976,126.84766470000001,작은도서관,132.0,"37.54404976, 126.84766470000001"
462,꿈터작은도서관,서울특별시,강서구,30,8535,37.53050876,126.84159199999999,작은도서관,141.43,"37.53050876, 126.84159199999999"
463,옹달샘작은도서관,서울특별시,강서구,30,7200,37.5318264,126.8544869,작은도서관,141.43,"37.5318264, 126.8544869"
464,책마루작은도서관,서울특별시,강서구,50,9384,37.54252739,126.8384119,작은도서관,235.71,"37.54252739, 126.8384119"
465,볏고을작은도서관,서울특별시,강서구,20,8092,37.53468478,126.8608037,작은도서관,94.29,"37.53468478, 126.8608037"
466,역마을작은도서관,서울특별시,강서구,60,6089,37.55181585,126.8500753,작은도서관,282.86,"37.55181585, 126.8500753"
467,배다리작은도서관,서울특별시,강서구,45,9341,37.53269442,126.84833049999999,작은도서관,212.14,"37.53269442, 126.84833049999999"
468,내발산작은도서관,서울특별시,강서구,35,10469,37.55749761,126.8431963,작은도서관,165.0,"37.55749761, 126.8431963"
469,성내도서관,서울특별시,강동구,0,80321,37.53284628,127.1333283,공공도서관,1035.0,"37.53284628, 127.1333283"
470,해공도서관,서울특별시,강동구,72,103098,37.5439476727,127.12553837870001,공공도서관,1932.0,"37.5439476727, 127.12553837870001"
471,강일도서관,서울특별시,강동구,96,95848,37.5650504,127.17390630000001,공공도서관,1208.0,"37.5650504, 127.17390630000001"
472,암사도서관,서울특별시,강동구,108,92741,37.552800700000006,127.13334569999999,공공도서관,1759.0,"37.552800700000006, 127.13334569999999"
473,천호도서관,서울특별시,강동구,0,39449,37.54052196,127.1340837,공공도서관,997.0,"37.54052196, 127.1340837"
474,미아문화정보도서관,서울특별시,강북구,140,38386,37.627063,127.026981,공공도서관,751.0,"37.627063, 127.026981"
475,삼각산어린이도서관,서울특별시,강북구,182,22114,37.615148126,127.02074086280001,공공도서관,2389.0,"37.615148126, 127.02074086280001"
476,아리향기작은도서관,서울특별시,강서구,40,9465,37.55377226,126.8709672,작은도서관,188.57,"37.55377226, 126.8709672"
477,생각열매작은도서관,서울특별시,강서구,16,8325,37.55582716,126.8589084,작은도서관,75.43,"37.55582716, 126.8589084"
478,한내행복발전소,서울특별시,노원구　,20,0,37.6265077394,127.06197830459999,작은도서관,94.29,"37.6265077394, 127.06197830459999"
479,육사작은도서관,서울특별시,노원구　,40,0,37.6201219612,127.08941637299999,작은도서관,188.57,"37.6201219612, 127.08941637299999"
480,수락작은도서관,서울특별시,노원구　,39,0,37.6729096975,127.08323627700001,작은도서관,183.86,"37.6729096975, 127.08323627700001"
481,해솔작은도서관,서울특별시,노원구　,12,0,37.662979056,127.0693664138,작은도서관,56.57,"37.662979056, 127.0693664138"
482,반디작은도서관,서울특별시,노원구　,10,0,37.6667362667,127.0515525307,작은도서관,47.14,"37.6667362667, 127.0515525307"
483,한울작은도서관,서울특별시,노원구　,20,0,37.6645210633,127.0638187842,작은도서관,94.29,"37.6645210633, 127.0638187842"
484,가온작은도서관,서울특별시,노원구　,11,0,37.6612866101,127.0602618665,작은도서관,51.86,"37.6612866101, 127.0602618665"
485,노원문화원,서울특별시,노원구　,34,0,37.6287990843,127.06980136709998,작은도서관,160.29,"37.6287990843, 127.06980136709998"
486,상계숲속작은도서관,서울특별시,노원구　,60,0,37.6667362667,127.0515525307,작은도서관,282.86,"37.6667362667, 127.0515525307"
487,초안산숲속작은도서관,서울특별시,노원구　,50,0,37.632080144,127.04442759770001,작은도서관,235.71,"37.632080144, 127.04442759770001"
488,양재도서관,서울특별시,서초구,405,41261,37.473627,127.03362670700001,공공도서관,2985.0,"37.473627, 127.03362670700001"
489,서이도서관,서울특별시,서초구,100,28410,37.4920709977,127.024905,공공도서관,364.43,"37.4920709977, 127.024905"
490,잠원도서관,서울특별시,서초구,80,21968,37.5149691587,127.013922,공공도서관,313.74,"37.5149691587, 127.013922"
491,방배도서관,서울특별시,서초구,60,16302,37.4784395733,126.999945,공공도서관,264.0,"37.4784395733, 126.999945"
492,서초그림책도서관,서울특별시,서초구,100,13911,37.490693,127.0051019651,공공도서관,316.06,"37.490693, 127.0051019651"
493,반포도서관,서울특별시,서초구,450,141061,37.502488605100005,127.01253500000001,공공도서관,3593.48,"37.502488605100005, 127.01253500000001"
494,내곡도서관,서울특별시,서초구,250,52700,37.4520021701,127.0544427011,공공도서관,1528.0,"37.4520021701, 127.0544427011"
495,광진정보도서관,서울특별시,광진구,1295,280754,37.5510735461,127.1106136855,공공도서관,7283.0,"37.5510735461, 127.1106136855"
496,사랑꿈터 작은 도서관,서울특별시,은평구,20,4000,37.6463962,126.9263939,작은도서관,94.29,"37.6463962, 126.9263939"
497,용산 꿈나무도서관,서울특별시,용산구,150,36597,37.5385513,126.9654268,공공도서관,1104.0,"37.5385513, 126.9654268"
498,상림6 작은도서관,서울특별시,은평구,20,8701,37.6490888,126.9280755,작은도서관,94.29,"37.6490888, 126.9280755"
499,은평뉴타운 상림마을  제7단지 문고(푸른꿈),서울특별시,은평구,20,6024,37.6442098,126.9288736,작은도서관,94.29,"37.6442098, 126.9288736"
500,은평뉴타운5단지,서울특별시,은평구,36,4001,37.6362597,126.9356033,작은도서관,169.71,"37.6362597, 126.9356033"
501,모퉁이작은도서관(은평뉴타운 상림마을 14단지 마을문고),서울특별시,은평구,20,5283,37.6440244,126.9290277,작은도서관,94.29,"37.6440244, 126.9290277"
502,롯데캐슬문고,서울특별시,은평구,32,6406,37.5142479,127.1012726,작은도서관,150.86,"37.5142479, 127.1012726"
503,상림책마루작은도서관,서울특별시,은평구,35,5700,37.6440244,126.9290277,작은도서관,165.0,"37.6440244, 126.9290277"
504,우물골작은도서관,서울특별시,은평구,20,5203,37.6342946,126.927747,작은도서관,94.29,"37.6342946, 126.927747"
505,큰꿈(을 키우는 작은)도서관,서울특별시,은평구,55,8912,37.2797194,126.8511041,작은도서관,259.29,"37.2797194, 126.8511041"
506,래미안 푸른숲 도서관,서울특별시,은평구,28,7000,37.2811768,127.0666219,작은도서관,132.0,"37.2811768, 127.0666219"
507,두드림 도서관,서울특별시,은평구,30,6934,37.3829909,127.1220628,작은도서관,141.43,"37.3829909, 127.1220628"
508,종이책갈피 작은도서관,서울특별시,은평구,16,4110,37.5558027,126.9421554,작은도서관,75.43,"37.5558027, 126.9421554"
509,푸른작은도서관,서울특별시,은평구,25,6126,37.4144043,126.8801473,작은도서관,117.86,"37.4144043, 126.8801473"
510,솔빛도서관,서울특별시,은평구,12,1628,37.7712841,126.7783032,작은도서관,56.57,"37.7712841, 126.7783032"
511,샘터작은도서관,서울특별시,은평구,16,5282,37.246472,127.4914009,작은도서관,75.43,"37.246472, 127.4914009"
512,책뜰에도서관,서울특별시,은평구,60,7000,37.64329638160066,126.92207614232784,작은도서관,282.86,"37.64329638160066, 126.92207614232784"
513,숲속 향기 작은도서관,서울특별시,은평구,40,5920,37.6356894,126.9343788,작은도서관,188.57,"37.6356894, 126.9343788"
514,지혜누리작은도서관,서울특별시,은평구,20,2556,37.3398891,127.9220033,작은도서관,94.29,"37.3398891, 127.9220033"
515,산책마을 SH작은도서관,서울특별시,은평구,58,8599,37.6335037,126.9338975,작은도서관,273.43,"37.6335037, 126.9338975"
516,나누리작은도서관,서울특별시,은평구,30,2500,37.6325169,126.9250897,작은도서관,141.43,"37.6325169, 126.9250897"
517,두근두근작은도서관 (마고정 3단지 도서관),서울특별시,은평구,30,2400,37.6324903,126.918633,작은도서관,141.43,"37.6324903, 126.918633"
518,물푸레작은도서관,서울특별시,은평구,35,5000,37.6436577,126.9297365,작은도서관,78.0,"37.6436577, 126.9297365"
519,새자람작은도서관,서울특별시,은평구,10,1200,37.6555415,126.948206,작은도서관,47.14,"37.6555415, 126.948206"
520,포수마을 만화도서관,서울특별시,은평구,30,2051,37.5990065,126.9165033,작은도서관,141.43,"37.5990065, 126.9165033"
521,백련산힐스 작은도서관,서울특별시,은평구,22,3000,37.5969178,126.9235298,작은도서관,103.71,"37.5969178, 126.9235298"
522,영광영재도서관,서울특별시,은평구,50,7058,37.602983,126.9070533,작은도서관,235.71,"37.602983, 126.9070533"
523,물빛마을작은도서관,서울특별시,은평구,30,7903,35.105025,126.9050141,작은도서관,141.43,"35.105025, 126.9050141"
524,수색한숲도서관,서울특별시,은평구,20,4007,37.5865949,126.9003323,작은도서관,94.29,"37.5865949, 126.9003323"
525,다섯콩작은도서관,서울특별시,은평구,42,11661,37.6236469,126.9166613,작은도서관,198.0,"37.6236469, 126.9166613"
526,어린이도서관 동네북,서울특별시,은평구,50,11899,37.576478,126.967887,작은도서관,235.71,"37.576478, 126.967887"
527,북한산 힐스테이트  1차 솔숲문고,서울특별시,은평구,40,7015,37.6126118,126.9366945,작은도서관,188.57,"37.6126118, 126.9366945"
528,책달샘숲속작은도서관,서울특별시,금천구,14,2160,35.8471872,127.1405894,작은도서관,61.03,"35.8471872, 127.1405894"
529,자양한강도서관,서울특별시,광진구,370,26139,37.5296093,127.0779724,공공도서관,1650.0,"37.5296093, 127.0779724"
530,KB국민은행과 함께하는 나무작은도서관,서울특별시,노원구　,20,0,37.6538637,127.0601291,작은도서관,94.29,"37.6538637, 127.0601291"
531,메아리작은도서관,서울특별시,노원구　,14,0,37.6530716,127.057942,작은도서관,66.0,"37.6530716, 127.057942"
